,subject,session_id,electrode,localization,fooof_export_path,CF1,PH1,BW1,CF2,PH2,BW2,CF3,PH3,BW3,CF4,PH4,BW4,CF5,PH5,BW5,CF6,PH6,BW6
42,sEEG-1063,0,LPIb6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb6-fooof.json,6.606883429515206,0.3230293953640224,8.314691658698417,27.657614104353954,0.2587324534444466,5.615584387612367,38.5653188166019,0.2674544540348478,12.744464180234846,53.043231040914364,0.21612571672682535,13.569362137666078,65.94501797009538,0.10818516325763028,31.507157035926383,,,
43,sEEG-1066,0,RPI10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RPI10-fooof.json,1.9988834295152058,0.9020055297839988,3.4419920255658267,20.265038352623375,0.36795177884133423,4.33024061057953,58.457237333657886,0.17922151744876302,21.087344375287906,79.71565651326208,0.3860756687153941,19.136909428275285,179.98559862156682,0.18146416941876709,1.0,,,
44,sEEG-1066,0,RF1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF1-fooof.json,3.7154870115105414,0.1657301771247024,1.3933535963806756,9.83489517890301,0.3943977778707488,3.527258341661056,19.659402359613967,0.6564595320434954,3.143093336091277,23.504447589660245,0.5578599099530006,14.275691935643087,144.98367649329552,0.17397380423645536,41.290487507544135,195.86254282195733,0.3332827215274001,50.0
45,sEEG-1066,0,RF2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF2-fooof.json,3.739256061071265,0.6096238106844076,2.4226790955865343,9.01773966951548,0.5842705485857902,4.996560352172016,20.07404720771757,0.5124842152880547,11.665099217162556,27.903374622755077,0.7654230395137063,4.406554350572464,33.119713728154245,0.3504157452525547,11.89617862976723,,,
46,sEEG-1066,0,RF3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF3-fooof.json,2.104066175672953,0.2514189611906126,3.7683191656257224,20.28600384155672,0.31161577581531397,3.694149980063982,27.807539102856428,0.1294645232211984,10.99816941608879,59.99077788164907,0.10617487534891268,1.0,184.13767485572717,0.18660282246421112,50.0,,,
47,sEEG-1066,0,RF4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF4-fooof.json,21.008408860498733,0.36097233901110215,3.4172154755235664,21.567657342177892,0.3506176697040413,50.0,175.219247681226,0.10643561615438557,39.85468904020038,198.83737170432286,0.13259819382627924,20.391680686796427,,,,,,
48,sEEG-1066,0,RF5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF5-fooof.json,26.00997253707802,0.21586219289723374,9.928974973744314,50.99648084432475,0.18542710216124014,21.692859129581105,59.99302840985402,0.4815340130375567,1.0,180.0194255187734,0.34140344908745135,1.0,188.2174117582849,0.139411334558039,50.0,,,
49,sEEG-1066,0,RF6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RF6-fooof.json,2.7303514865306835,0.3714660588102703,4.727766789115476,23.40876469756494,0.22402832371226644,10.435149462026702,,,,,,,,,,,,
50,sEEG-1066,0,LPI3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LPI3-fooof.json,2.898015707090579,0.9804771059252673,5.380133096758347,42.54844212222067,0.36084035977133055,17.925997248515007,69.84878674470382,0.19090734290974432,34.080776847735194,,,,,,,,,
51,sEEG-1066,0,LPI4,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LPI4-fooof.json,2.958078826681477,0.3270974019549442,4.484933089387427,20.200207085374366,0.4031256775064982,4.8963127478918675,40.995108165018735,0.5143974166706808,13.179186379729076,59.985012243019746,0.21490089190903028,1.0,181.724,0.26717501890363415,39.83638483883957,,,
52,sEEG-1066,0,LPI8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LPI8-fooof.json,41.76394585884887,0.30316282969037367,8.364938482779259,57.47265607727599,0.19455677941514082,18.77728467622049,81.6072689777453,0.3463197233016526,24.61547992667216,,,,,,,,,
53,sEEG-1066,0,LF1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF1-fooof.json,20.346622586206518,0.49154183016122666,3.985253471638126,27.528890667467003,0.23653637440827424,9.803014304282762,61.002260133222165,0.09166082534028952,13.903650845775436,,,,,,,,,
54,sEEG-1066,0,LF2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF2-fooof.json,22.600975928915833,0.3121788667651444,9.069192771969856,,,,,,,,,,,,,,,
55,sEEG-1066,0,LF3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF3-fooof.json,12.933208573788013,0.16478503420407797,29.63613186446831,59.986850533173374,0.18736816508029186,1.0,182.83311657048478,0.1360874050927965,50.0,,,,,,,,,
56,sEEG-1066,0,LF4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF4-fooof.json,3.6031712020125504,0.524300858095339,3.635959974874288,21.077150219467278,0.4378922899260953,5.074439946448833,,,,,,,,,,,,
57,sEEG-1066,0,LF5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF5-fooof.json,4.010427561760164,0.3672804568459398,3.606668551122522,20.433982078620403,0.6100501233723659,5.601032633593384,59.974573836478314,0.0856804328414178,1.0,173.701208573788,0.13505758623224473,50.0,199.68,0.1304467450957425,49.99619901540681,,,
58,sEEG-1066,0,LF6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF6-fooof.json,4.593219222411798,0.30986136066973025,2.8307796789699244,20.533738856638305,0.8154443153092661,6.655421957145323,37.89491619883197,0.21051519326394974,7.876610501991524,60.00054596328788,0.08510062154352838,1.0,182.81281993415453,0.2882427492446151,50.0,,,
59,sEEG-1066,0,LF16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF16-fooof.json,3.7155997635500326,0.3601397608748087,1.7712517689523104,17.273495086269136,0.5036423150928098,3.4519735241545844,21.78143776837705,0.5091318569717735,5.4753848812634365,38.77523949949276,0.5432067005409102,12.314649147685959,59.96781715537933,0.37645664344225516,1.0,180.0428277480297,0.6066221394824804,1.0
60,sEEG-1066,0,RPI6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RPI6-fooof.json,21.32454474839397,0.5172002779409475,5.4475292799066795,38.627565922590804,0.43656849454864854,9.727951821308794,81.489929461342,0.14627861304602519,13.386649460384385,,,,,,,,,
61,sEEG-1066,0,RPI7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RPI7-fooof.json,21.125688837771545,0.3393781462397687,4.667545612096647,39.5932062841066,0.3413121700643753,8.785793120534443,80.23417913151586,0.284044866586342,18.44582187742195,196.5438196987673,0.22236847830208184,44.239654617846114,,,,,,
62,sEEG-1066,0,RPI8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RPI8-fooof.json,21.43297261327399,0.5561008547322572,4.597897122292879,38.52255599125838,0.2623594118807624,5.639833375413197,77.26380796034316,0.30542723113069137,21.737272773023186,181.724,0.09391849158738097,31.41454203778532,,,,,,
63,sEEG-1066,0,RPI9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-RPI9-fooof.json,21.313960242150003,0.22159665075402657,3.228107495817694,39.89366019291359,0.22219547434328213,6.130388494693578,60.42196937483235,0.1940597329236997,16.064263651803014,78.74001148176032,0.34403537920417016,20.413364846687113,,,,,,
64,sEEG-1066,0,LF15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LF15-fooof.json,20.925739256916863,0.6192265054769521,4.677182050366756,39.35222351628208,0.6723072890287245,6.686656191088403,79.7785961871141,0.30572984072162335,15.014174246287526,182.83311657048478,0.16983079038047144,31.251855910771553,,,,,,
65,sEEG-1066,0,LPI6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LPI6-fooof.json,20.676907397341424,0.2801594536910077,4.901421264732084,41.92565236489417,0.6181862236202242,12.115299951878956,59.974577269476484,0.1788043050351149,1.0,181.724,0.26624994662359747,39.746547218299476,,,,,,
66,sEEG-1066,0,LPI7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1066-0-LPI7-fooof.json,20.88211753940616,0.42016167149401795,3.765037330731387,40.69562003007258,0.4266305329210862,8.50760372064291,82.44534468646997,0.25299964955256726,19.56005718243257,,,,,,,,,
